# dt controlx controly u_esc u_steer dw wperiod gx gy gz ax ay az
0.010 32767 0 127 0 13 718 -0.320645 0.152865 -0.010653 -0.093262 0.000488 1.048828
0.010 32767 0 127 0 14 711 -0.066579 -0.073503 0.070840 -0.034668 0.114258 1.053223
0.010 32767 0 127 0 14 729 0.134223 -0.078297 0.036752 -0.092773 0.041016 1.071777
0.010 32767 0 127 0 14 711 -0.091080 -0.051665 -0.019175 -0.044922 -0.073730 1.028809
0.010 32767 0 127 0 14 713 -0.259392 0.004794 -0.066046 -0.063477 -0.013672 1.017578
0.010 32767 0 127 0 14 727 0.099602 -0.110788 0.025034 0.044434 0.087402 1.020508
0.010 32767 0 127 0 14 715 0.176834 -0.033023 -0.001598 -0.025879 0.005371 1.006348
0.010 32767 0 127 0 14 709 -0.148604 0.061785 -0.033023 0.034180 -0.071289 1.004883
0.010 32767 0 127 0 14 729 -0.116114 0.068177 -0.005859 0.003418 0.029297 0.974121
0.010 32767 0 127 0 14 712 0.145941 -0.029295 0.063383 0.026367 0.093750 1.027344
0.010 32767 0 127 0 14 707 0.150735 -0.006924 0.014914 -0.021484 0.001953 0.997070
0.010 32767 0 127 0 14 727 -0.169377 0.092678 -0.021838 -0.027832 -0.042969 1.019043
0.010 32767 0 127 0 14 714 -0.111853 -0.014381 -0.008522 -0.013672 0.065918 1.000488
0.010 32767 0 127 0 14 704 0.126766 -0.064448 0.056992 -0.005859 0.092285 1.042480
0.010 32767 0 127 0 13 713 0.102265 -0.028230 0.003196 -0.016602 -0.009277 0.994141
0.010 32767 0 127 0 14 707 -0.250870 0.076166 -0.046872 -0.023438 -0.031250 1.006348
0.010 32767 0 127 0 14 727 -0.077232 -0.029295 0.029295 0.025879 0.090332 0.998047
0.010 32767 0 127 0 14 711 0.170975 -0.038882 0.036219 0.005371 0.071777 1.031738
0.010 32767 0 127 0 14 706 0.031425 0.008522 0.016512 0.002930 -0.035645 0.984863
0.010 32767 0 127 0 14 731 -0.215716 0.094809 -0.047937 -0.034668 -0.024414 1.009766
0.010 32767 0 127 0 14 711 -0.013316 -0.054861 0.024501 0.031250 0.095215 1.005371
0.010 32767 0 127 0 14 704 0.190150 -0.028230 0.047404 -0.029297 0.063965 1.043457
0.010 32767 0 127 0 14 728 -0.001598 -0.006924 -0.013316 0.008301 -0.049805 0.999512
0.010 32767 0 127 0 14 711 -0.219444 0.075101 -0.034088 -0.040039 -0.008301 0.994141
0.010 32767 0 127 0 14 705 0.124103 -0.028762 0.002131 -0.015137 -0.005371 0.988770
0.010 32767 0 127 0 14 727 -0.225303 0.086819 -0.036752 -0.010254 -0.035645 1.010742
0.010 32767 0 127 0 14 711 -0.125169 -0.018642 0.008522 0.020996 0.064941 0.997070
0.010 32767 0 127 0 14 708 0.159790 -0.043143 0.040480 -0.007324 0.073730 1.040527
0.010 32767 0 127 0 14 727 0.055394 -0.013316 0.004794 -0.002441 -0.020996 0.988281
0.010 32767 0 127 0 14 711 -0.230630 0.084156 -0.042611 -0.030273 -0.028809 1.000000
0.010 32767 0 127 0 14 706 -0.076699 -0.046872 0.026099 0.022461 0.084961 1.007812
0.010 32767 0 127 0 14 726 0.196009 -0.028230 0.038882 -0.020020 0.066895 1.047363
0.010 32767 0 127 0 14 711 0.021838 -0.021305 0.003196 0.004395 -0.046387 0.990723
0.010 32767 0 127 0 14 707 -0.243413 0.079362 -0.047404 -0.038086 -0.020508 0.995605
0.010 32767 0 127 0 14 728 -0.002663 -0.067644 0.043143 0.042480 0.102051 1.011230
0.010 32767 0 127 0 14 714 0.198672 -0.030893 0.031958 -0.024414 0.041016 1.033203
0.010 32767 0 127 0 14 707 -0.043143 0.025034 -0.013316 0.012207 -0.054688 1.000000
0.010 32767 0 127 0 14 728 -0.234358 0.063916 -0.039415 -0.039551 -0.000488 0.980469
0.010 32767 0 127 0 14 713 0.050067 -0.064981 0.048470 0.040039 0.125488 1.013184
0.010 32767 0 127 0 14 706 0.193346 -0.040480 0.029827 -0.034668 0.037109 1.024414
0.010 32767 0 127 0 14 727 -0.125701 0.038350 -0.005859 0.010742 -0.057129 1.001465
0.010 32767 0 127 0 14 713 -0.245543 0.052731 -0.047404 -0.019531 0.012207 0.982910
0.010 32767 0 127 0 13 728 0.101200 -0.062851 0.056459 0.034180 0.102051 1.025391
0.010 32767 0 127 0 14 709 0.170975 -0.023436 -0.001598 -0.027832 0.029785 1.010742
0.010 32767 0 127 0 14 706 -0.168844 0.049002 -0.018109 0.011230 -0.046387 1.012207
0.010 32767 0 127 0 14 728 -0.209324 0.041013 -0.020773 -0.020996 0.035645 0.985840
0.010 32767 0 127 0 14 714 0.170975 -0.063383 0.054861 0.024414 0.102539 1.027832
0.010 32767 0 127 0 14 706 0.127832 -0.019175 0.014381 -0.022949 0.005371 0.998047
0.010 32767 0 127 0 14 727 -0.204531 0.072971 -0.041013 -0.006348 -0.043457 1.011719
0.010 32767 0 127 0 14 713 -0.128364 -0.009055 -0.002663 0.004883 0.062500 0.998535
0.010 32767 0 127 0 14 707 0.164583 -0.048470 0.060720 0.000488 0.088867 1.034180
0.010 32767 0 127 0 14 726 0.098004 -0.023968 0.002131 -0.002441 -0.011719 0.989746
0.010 32767 0 127 0 14 710 -0.222108 0.084156 -0.040480 -0.020996 -0.030762 1.004395
0.010 32767 0 127 0 14 708 -0.111853 -0.028230 0.019175 0.016602 0.083008 0.995605
0.010 32767 0 127 0 14 727 0.208259 -0.046339 0.058057 -0.015137 0.070801 1.030273
0.010 32767 0 127 0 14 713 0.020773 -0.005326 -0.000533 -0.007324 -0.036133 0.994141
0.010 32767 0 127 0 14 710 -0.205596 0.084156 -0.041545 -0.031738 -0.012695 0.995605
0.010 32767 0 127 0 14 728 -0.050600 -0.037284 0.030893 0.027344 0.095215 1.002441
0.010 32767 0 127 0 14 713 0.203466 -0.033023 0.044741 -0.015625 0.068359 1.037598
0.010 32767 0 127 0 14 705 -0.177367 0.022903 -0.007989 -0.014160 0.043457 0.980469
0.010 32767 0 127 0 14 729 0.161388 -0.064448 0.046339 0.015625 0.094238 1.026855
0.010 32767 0 127 0 14 712 0.116646 -0.022371 0.020773 -0.020996 0.003418 0.984375
0.010 32767 0 127 0 14 706 -0.207194 0.086286 -0.048470 -0.011719 -0.045898 1.018066
0.010 32767 0 127 0 14 731 -0.139017 -0.033556 0.004794 0.002441 0.065430 0.989258
0.010 32767 0 127 0 14 714 0.175236 -0.036219 0.049002 -0.000488 0.067383 1.041016
0.010 32767 0 127 0 14 705 0.064448 -0.020240 0.003196 -0.006836 -0.017090 0.982422
0.010 32767 0 127 0 14 727 -0.227967 0.088417 -0.039947 -0.026855 -0.032715 1.004395
0.010 32767 0 127 0 14 711 -0.070840 -0.043143 0.021305 0.029297 0.092285 1.000000
0.010 32767 0 127 0 13 731 0.190150 -0.034621 0.042611 -0.016602 0.050781 1.031738
0.010 32767 0 127 0 14 712 0.006924 0.007457 -0.001065 0.002930 -0.039551 0.993652
0.010 32767 0 127 0 14 708 -0.231695 0.077764 -0.053796 -0.028320 -0.016113 1.000000
0.010 32767 0 127 0 14 729 -0.019175 -0.052731 0.044741 0.036133 0.102539 1.011719
0.010 32767 0 127 0 14 713 0.226901 -0.031425 0.033556 -0.023926 0.051270 1.040039
0.010 32767 0 127 0 14 707 -0.069242 0.011185 -0.003728 0.004883 -0.047852 0.999023
0.010 32767 0 127 0 14 728 -0.209857 0.077232 -0.022903 -0.041504 -0.003906 0.974121
0.010 32767 0 127 0 14 714 0.062851 -0.059122 0.031958 0.037598 0.113770 1.008789
0.010 32767 0 127 0 14 709 0.183758 -0.015446 0.034621 -0.041504 0.031738 1.023438
0.010 32767 0 127 0 14 730 -0.108657 0.033023 -0.024501 0.016602 -0.060547 1.008789
0.010 32767 0 127 0 14 712 -0.211455 0.042078 -0.028230 -0.030762 0.024414 0.974121
0.010 32767 0 127 0 14 709 0.098004 -0.054861 0.070307 0.036621 0.105957 1.027832
0.010 32767 0 127 0 14 728 0.189084 -0.034088 0.004794 -0.020508 0.024414 1.005371
0.010 32767 0 127 0 14 712 -0.183758 0.060720 -0.026632 -0.007812 -0.047852 1.014160
0.010 32767 0 127 0 14 708 -0.172040 0.012251 -0.006392 -0.002930 0.044922 0.980957
0.010 32767 0 127 0 14 728 0.126766 -0.059655 0.050067 0.015625 0.080078 1.031250
0.010 32767 0 127 0 14 713 0.144876 -0.029295 0.005326 -0.017090 0.000977 0.995117
0.010 32767 0 127 0 14 707 -0.229564 0.083091 -0.038882 -0.009766 -0.048828 1.010742
0.010 32767 0 127 0 14 731 -0.096406 -0.004794 0.015446 0.006348 0.067871 0.996582
0.010 32767 0 127 0 14 711 0.153398 -0.043143 0.044208 0.000000 0.060547 1.050293
0.010 32767 0 127 0 13 730 0.074569 -0.025566 0.002131 -0.011719 -0.023438 0.982910
0.010 32767 0 127 0 14 714 -0.262055 0.099070 -0.058590 -0.031738 -0.040039 1.000488
0.010 -8271 0 -33 0 14 709 -0.005859 -0.046872 0.034088 0.028320 0.094727 1.000000
0.010 4693 0 18 0 14 727 0.174171 -0.030893 0.042611 -0.019531 0.053711 1.039062
0.010 4693 0 18 0 12 944 0.020240 0.122505 -0.131028 0.184570 -0.038086 0.769043
0.010 4693 0 18 0 11 983 -0.452205 0.414388 -0.010120 -0.010254 0.010742 1.031738
0.010 0 0 0 0 10 1005 -0.071373 0.259925 -0.028762 0.055176 -0.004395 1.061523
0.010 0 0 0 0 10 955 0.011185 -0.034621 -0.017577 -0.026855 0.047852 1.097168
0.010 0 0 0 0 10 975 0.056992 -0.121440 0.002663 -0.076172 -0.000488 1.061523
0.010 0 0 0 0 10 1008 -0.211988 -0.072438 0.022371 -0.073242 0.082520 1.004883
0.010 0 0 0 0 10 1032 0.094276 -0.050600 0.029827 -0.043457 0.025391 1.009766
0.010 0 0 0 0 10 1059 -0.069775 -0.044208 0.011718 -0.082031 0.023438 1.041992
0.010 0 0 0 0 9 1044 0.116114 -0.088417 0.016512 -0.013672 0.023438 1.009277
0.010 0 0 0 0 9 1072 -0.206129 -0.038882 -0.008522 0.000977 0.007812 1.004883
0.010 0 0 0 0 10 1101 0.236489 -0.021305 0.017044 0.021484 0.020020 0.988281
0.010 0 0 0 0 9 1138 -0.218912 0.045806 -0.007989 0.008789 0.026367 0.993652
0.010 0 0 0 0 9 1148 0.194943 0.012783 0.026099 0.030273 0.026367 0.989746
0.010 0 0 0 0 8 1133 -0.151800 0.042611 0.001598 -0.008301 0.044434 1.000488
0.010 0 0 0 0 9 1155 0.153398 -0.014381 0.014914 0.015625 0.014160 1.011719
0.010 0 0 0 0 9 1170 -0.178432 0.009055 -0.006392 -0.041504 0.048340 1.016113
0.010 0 0 0 0 8 1169 0.048470 -0.028762 -0.005326 -0.005859 -0.021973 1.015625
0.010 0 0 0 0 9 1187 -0.083623 -0.009055 -0.007457 -0.015137 0.055176 1.003418
0.010 0 0 0 0 8 1245 -0.049002 0.001065 0.009587 -0.006836 -0.011230 1.005859
0.010 0 0 0 0 8 1247 0.036752 0.007989 0.013848 0.001953 0.050293 0.987305
0.010 0 0 0 0 8 1245 -0.129962 0.015446 0.005326 -0.010254 0.010742 1.004395
0.010 0 0 0 0 8 1316 0.146474 0.014914 0.013316 0.003906 0.026855 1.000000
0.010 0 0 0 0 7 1266 -0.161388 0.011718 -0.009587 -0.017578 0.033203 1.006836
0.010 0 0 0 0 8 1329 0.100667 -0.013316 0.022371 -0.004395 -0.001465 1.011230
0.010 0 0 0 0 8 1339 -0.053796 -0.023436 -0.003196 -0.005859 0.050293 1.001465
0.010 0 0 0 0 7 1388 -0.075101 0.003196 0.004794 -0.020020 0.004883 1.014160
0.010 0 0 0 0 7 1356 0.125701 0.005326 0.021838 -0.001953 0.041504 0.998535
0.010 0 0 0 0 7 1395 -0.162985 0.011718 0.004794 -0.017090 0.037109 1.010254
0.010 0 0 0 0 7 1447 0.094809 0.003196 0.013848 0.000488 -0.000488 1.007812
0.010 0 0 0 0 7 1440 -0.044741 0.003728 0.000000 -0.007324 0.048828 0.997559
0.010 0 0 0 0 7 1467 -0.117712 0.002131 0.000533 -0.011719 0.015137 1.014160
0.010 0 0 0 0 7 1523 0.136886 0.001065 0.032491 -0.006348 0.012695 1.003418
0.010 0 0 0 0 7 1501 -0.141680 -0.005859 -0.013316 -0.007812 0.038086 1.000000
0.010 0 0 0 0 6 1532 -0.030893 -0.010653 0.000000 -0.008301 0.004883 1.019531
0.010 0 0 0 0 6 1531 0.123571 0.001065 0.017577 0.002930 0.023438 0.996582
0.010 0 0 0 0 7 1612 -0.176301 -0.000533 -0.012783 -0.009277 0.034180 0.997070
0.010 0 0 0 0 6 1610 0.004261 0.012783 0.004794 -0.012207 0.003418 1.018066
0.010 0 0 0 0 6 1644 0.135289 -0.000533 0.024501 -0.001465 0.008301 1.014160
0.010 0 0 0 0 6 1670 -0.051133 -0.006392 0.011718 -0.006836 0.044922 0.992188
0.010 0 0 0 0 6 1707 -0.135821 0.010120 -0.006392 -0.016602 0.018555 1.011230
0.010 0 0 0 0 6 1712 0.133158 -0.006924 0.014914 -0.001465 0.016113 1.017090
0.010 0 0 0 0 5 1740 -0.035154 -0.012251 0.003196 -0.001465 0.033691 0.995605
0.010 0 0 0 0 6 1766 -0.151800 0.005859 -0.008522 -0.010742 0.022949 1.008789
0.010 0 0 0 0 5 1863 0.085221 0.002663 0.015446 -0.010742 0.014160 1.020508
0.010 0 0 0 0 6 1903 0.013316 0.001598 0.014381 -0.003906 0.032227 1.001465
0.010 0 0 0 0 5 1898 -0.115581 0.002131 0.005326 -0.004883 0.028809 0.993652
0.010 0 0 0 0 5 1902 0.021305 0.012251 0.005326 -0.017090 0.020020 1.019043
0.010 0 0 0 0 5 1991 0.046872 -0.011718 0.015446 -0.002441 0.026367 1.010254
0.010 0 0 0 0 5 1984 -0.088417 -0.009587 -0.006392 0.002930 0.021973 0.994629
0.010 0 0 0 0 5 2009 -0.062851 0.014381 -0.004261 -0.007812 0.015625 1.018066
0.010 0 0 0 0 5 2110 0.029827 -0.013848 0.003728 -0.002441 0.023438 1.021484
0.010 0 0 0 0 5 2105 -0.005326 -0.018642 0.014914 0.000488 0.027344 0.998047
0.010 0 0 0 0 5 2131 -0.042078 0.001065 0.002663 -0.008301 0.017578 1.000000
0.010 0 0 0 0 4 2186 -0.015979 0.014914 0.004794 -0.008789 0.022461 1.016113
0.010 0 0 0 0 5 2237 -0.009055 -0.018642 0.006924 -0.006348 0.028809 1.020508
0.010 0 0 0 0 4 2273 -0.007989 -0.015446 0.010653 -0.004395 0.027344 0.998047
0.010 0 0 0 0 4 2351 -0.023436 0.006924 0.006924 -0.000488 0.022461 0.999512
0.010 0 0 0 0 5 2383 -0.011718 0.010120 0.003728 -0.007324 0.027344 1.009766
0.010 0 0 0 0 4 2469 -0.019707 -0.004261 0.009587 -0.016113 0.030273 1.012207
0.010 0 0 0 0 4 2455 -0.004794 -0.017577 0.009055 -0.005859 0.025879 1.009766
0.010 0 0 0 0 4 2535 -0.012783 -0.000533 0.009587 -0.002441 0.017578 1.003418
0.010 0 0 0 0 4 2651 -0.028762 0.006392 -0.003728 -0.004883 0.020996 1.011230
0.010 0 0 0 0 3 2677 -0.032491 0.003728 -0.001598 -0.008301 0.024414 1.011230
0.010 0 0 0 0 4 2657 -0.018109 -0.010653 0.010653 -0.011230 0.031250 1.009277
0.010 0 0 0 0 4 2739 -0.020773 -0.011718 0.014914 -0.005859 0.025391 1.003418
0.010 0 0 0 0 3 2804 -0.010653 0.006924 0.005326 -0.002441 0.009277 1.003418
0.010 0 0 0 0 4 2953 -0.019175 0.006924 -0.004261 -0.003418 0.020508 1.008301
0.010 0 0 0 0 3 3021 -0.030893 0.002131 -0.006924 -0.003906 0.023926 1.008789
0.010 0 0 0 0 4 3028 -0.000533 -0.014381 0.008522 -0.013184 0.030273 1.015625
0.010 0 0 0 0 3 3055 -0.043143 -0.011718 0.018109 -0.009766 0.028809 1.007324
0.010 0 0 0 0 3 3120 -0.019175 0.001065 0.015979 0.000000 0.015625 1.003418
0.010 0 0 0 0 3 3236 0.004261 0.009055 0.009587 -0.003418 0.012207 1.004883
0.010 0 0 0 0 3 3314 -0.025566 0.012251 -0.006392 -0.002930 0.021973 1.001953
0.010 0 0 0 0 3 3388 -0.030360 0.005859 -0.009055 -0.012207 0.020508 1.007812
0.010 0 0 0 0 3 3454 -0.012783 -0.002131 0.006924 -0.014648 0.028320 1.012207
0.010 0 0 0 0 3 3549 -0.043143 -0.009055 0.018109 -0.014648 0.033203 1.010742
0.010 0 0 0 0 2 3726 -0.034088 -0.006924 0.014914 -0.006348 0.015137 1.007324
0.010 0 0 0 0 3 3824 -0.003196 0.009055 0.003728 -0.000488 0.015625 1.000488
0.010 0 0 0 0 3 3981 -0.003196 0.013316 -0.010653 -0.003906 0.008301 1.007812
0.010 0 0 0 0 2 3945 -0.012251 0.009587 -0.009055 -0.007324 0.023438 1.006348
0.010 0 0 0 0 3 4087 -0.020773 0.000000 0.006392 -0.013672 0.032715 1.010742
0.010 0 0 0 0 2 4142 -0.030360 -0.013316 0.017044 -0.012207 0.033691 1.013672
0.010 0 0 0 0 2 4384 -0.035154 -0.011718 0.020773 -0.010254 0.026367 1.009277
0.010 0 0 0 0 3 4565 -0.034088 -0.003728 0.006392 -0.006348 0.018555 1.005859
0.010 0 0 0 0 2 4555 -0.009587 0.009587 -0.002663 0.000977 0.013184 1.001953
0.010 0 0 0 0 2 4638 -0.017577 0.012251 -0.003196 -0.000977 0.016602 1.004395
0.010 0 0 0 0 2 4939 0.007457 0.004261 -0.003196 -0.008789 0.020020 1.011719
0.010 0 0 0 0 2 5022 -0.014914 -0.005326 0.010120 -0.009766 0.031250 1.010254
0.010 0 0 0 0 2 5115 -0.022903 -0.010653 0.013848 -0.012207 0.029785 1.011230
0.010 0 0 0 0 2 5488 -0.024501 -0.014914 0.012251 -0.006348 0.031250 1.010254
0.010 0 0 0 0 2 5537 -0.034621 -0.002663 0.009587 -0.005371 0.026367 1.005859
0.010 0 0 0 0 1 5746 -0.024501 0.006392 0.004261 -0.001953 0.022461 1.005859
0.010 0 0 0 0 2 5868 -0.022371 0.005326 -0.000533 -0.004395 0.021484 1.004883
0.010 0 0 0 0 2 6048 -0.017044 0.004261 0.006924 -0.005859 0.019531 1.009277
0.010 0 0 0 0 1 6219 -0.009055 0.003728 0.006392 -0.011230 0.019043 1.007812
0.010 0 0 0 0 2 6417 -0.010120 -0.004261 0.002663 -0.010254 0.019531 1.008301
0.010 0 0 0 0 1 6622 -0.002131 -0.003196 0.002663 -0.009277 0.021484 1.010254
0.010 0 0 0 0 2 6939 -0.011718 -0.002131 0.000533 -0.009766 0.029297 1.005371
0.010 0 0 0 0 1 7264 -0.023436 0.004261 0.004794 -0.006348 0.028320 1.004883
0.010 0 0 0 0 1 7675 -0.025034 0.000000 0.010120 -0.002930 0.030273 1.009277
0.010 0 0 0 0 1 7744 -0.037284 -0.000533 0.008522 -0.006836 0.026855 1.006348
0.010 0 0 0 0 2 8582 -0.025566 -0.002663 0.009055 -0.006348 0.022461 1.011230
0.010 0 0 0 0 1 8527 -0.014381 -0.009587 0.005326 -0.004395 0.019531 1.010254
0.010 0 0 0 0 1 9012 -0.014914 0.001065 0.003196 -0.010254 0.017578 1.008301
0.010 0 0 0 0 1 9578 -0.009587 0.001598 0.005859 -0.005859 0.022461 1.005859
0.010 0 0 0 0 1 9598 -0.009055 0.002131 0.008522 -0.005371 0.024414 1.009277
0.010 0 0 0 0 1 10272 -0.014914 0.000533 0.009055 -0.007324 0.024902 1.007812
0.010 0 0 0 0 1 11114 -0.024501 0.000533 0.003196 -0.008301 0.024902 1.007812
0.010 0 0 0 0 1 11242 -0.021838 0.001598 0.004261 -0.010254 0.023438 1.008301
0.010 0 0 0 0 0 11242 -0.027697 0.000533 0.002131 -0.008789 0.023926 1.007812
0.010 0 0 0 0 1 12184 -0.021305 -0.003196 0.003728 -0.006348 0.022461 1.009766
0.010 0 0 0 0 1 13561 -0.017044 -0.003196 0.003728 -0.005371 0.022461 1.009277
0.010 0 0 0 0 1 13753 -0.017044 -0.002663 0.006392 -0.002930 0.023438 1.010742
0.010 0 0 0 0 0 13753 -0.010120 -0.003196 0.005859 -0.006348 0.020996 1.006836
0.010 0 0 0 0 1 15424 -0.010653 -0.001065 0.005326 -0.004883 0.022949 1.008789
0.010 0 0 0 0 0 15424 -0.012783 -0.004794 0.007457 -0.007324 0.024902 1.011230
0.010 0 0 0 0 1 17877 -0.018109 0.003196 0.004794 -0.005371 0.024902 1.000000
0.010 0 0 0 0 0 17877 -0.023436 0.003728 0.004794 -0.006836 0.025879 1.013184
0.010 0 0 0 0 1 18976 -0.020773 -0.007457 0.005859 -0.004883 0.025391 1.010254
0.010 0 0 0 0 0 18976 -0.019707 0.002131 0.006924 -0.008301 0.025879 1.008789
0.010 0 0 0 0 0 18976 -0.018642 0.001598 0.006392 -0.006348 0.023438 1.011719
0.010 0 0 0 0 1 25508 -0.011185 0.012251 0.006924 -0.011719 0.025391 0.999512
0.010 0 0 0 0 0 25508 -0.015979 0.007457 0.005326 -0.013184 0.021973 1.010254
0.010 0 0 0 0 0 25508 -0.018642 0.002131 0.003728 -0.009277 0.022461 1.008301
0.010 0 0 0 0 0 25508 -0.023436 0.004261 0.003728 -0.008789 0.022461 1.012207
0.010 0 0 0 0 0 25508 -0.007989 -0.020240 0.006392 -0.008789 0.023438 1.014160
0.010 0 0 0 0 0 25508 -0.031958 0.001598 0.004794 -0.007812 0.027344 1.004883
0.010 0 0 0 0 0 25508 -0.022371 0.007989 0.005326 -0.006348 0.022461 1.011719
0.010 0 0 0 0 0 25508 -0.006924 0.004794 0.007989 -0.008789 0.024414 1.008301
0.010 0 0 0 0 0 25508 -0.030893 0.007989 0.008522 -0.009277 0.024414 1.006836
0.010 0 0 0 0 0 25508 -0.011718 0.000533 0.006924 -0.010742 0.021484 1.012207
0.010 0 0 0 0 0 25508 -0.014381 -0.010653 0.005326 -0.009277 0.023926 1.011719
0.010 0 0 0 0 0 25508 -0.022903 -0.005859 0.002663 -0.007324 0.021973 1.009277
0.010 0 0 0 0 0 25508 -0.013316 -0.002663 0.004794 -0.004395 0.023926 1.008301
0.010 0 0 0 0 0 0 -0.019175 0.002131 0.005326 -0.003418 0.025391 1.007324
0.010 0 0 0 0 0 0 -0.020240 0.005326 0.007457 -0.006348 0.024414 1.007324
0.010 0 0 0 0 0 0 -0.017577 0.004794 0.006392 -0.008301 0.024902 1.010254
0.010 0 0 0 0 0 0 -0.020773 -0.001598 0.006924 -0.009277 0.024414 1.011230
0.010 0 0 0 0 0 0 -0.020240 -0.004261 0.004794 -0.008301 0.023438 1.010254
0.010 0 0 0 0 0 0 -0.016512 -0.002663 0.004794 -0.005859 0.023438 1.008789
0.010 0 0 0 0 0 0 -0.018109 0.000000 0.004794 -0.004883 0.023438 1.008301
0.010 0 0 0 0 0 0 -0.017577 0.002663 0.005859 -0.005371 0.023926 1.008301
0.010 0 0 0 0 0 0 -0.015979 0.002663 0.006924 -0.005859 0.023926 1.008301
0.010 0 0 0 0 0 0 -0.018109 -0.001065 0.006924 -0.006836 0.024414 1.009277
0.010 0 0 0 0 0 0 -0.019175 -0.002131 0.004794 -0.008301 0.023926 1.010254
0.010 0 0 0 0 0 0 -0.019707 -0.002663 0.005859 -0.008301 0.023926 1.009766
0.010 0 0 0 0 0 0 -0.019707 -0.001065 0.005326 -0.006836 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.019707 0.000533 0.005326 -0.005859 0.023926 1.008789
0.010 0 0 0 0 0 0 -0.018642 0.002131 0.006392 -0.006348 0.023438 1.009277
0.010 0 0 0 0 0 0 -0.017577 0.001065 0.005326 -0.006348 0.023438 1.009277
0.010 0 0 0 0 0 0 -0.018109 -0.001065 0.005326 -0.006836 0.022949 1.009766
0.010 0 0 0 0 0 0 -0.017577 -0.003196 0.004794 -0.006836 0.022949 1.010254
0.010 0 0 0 0 0 0 -0.019707 -0.002131 0.005859 -0.006348 0.023438 1.009277
0.010 0 0 0 0 0 0 -0.019175 -0.001065 0.005859 -0.006348 0.023926 1.009277
0.010 0 0 0 0 0 0 -0.019707 0.001065 0.006924 -0.005859 0.023926 1.008789
0.010 0 0 0 0 0 0 -0.019175 0.000533 0.005859 -0.006348 0.023438 1.009277
0.010 0 0 0 0 0 0 -0.019175 0.000000 0.005859 -0.007324 0.023438 1.010254
0.010 0 0 0 0 0 0 -0.018642 -0.001065 0.005859 -0.006836 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.017577 -0.000533 0.004794 -0.006348 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.018109 -0.001598 0.005326 -0.006348 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.018642 -0.000533 0.006924 -0.005859 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.018109 0.001065 0.006392 -0.006348 0.023926 1.009277
0.010 0 0 0 0 0 0 -0.018109 0.001065 0.005859 -0.006348 0.023926 1.009766
0.010 0 0 0 0 0 0 -0.019175 0.000000 0.006392 -0.006348 0.023926 1.009766
0.010 0 0 0 0 0 0 -0.018642 -0.000533 0.005326 -0.006836 0.023926 1.009766
0.010 0 0 0 0 0 0 -0.018109 -0.000533 0.006392 -0.006836 0.023926 1.009766
0.010 0 0 0 0 0 0 -0.018642 0.000000 0.006392 -0.006348 0.023926 1.009277
0.010 0 0 0 0 0 0 -0.017577 -0.000533 0.006924 -0.006348 0.023438 1.009766
0.010 0 0 0 0 0 0 -0.018642 0.000533 0.005859 -0.006836 0.023438 1.009277
0.010 0 0 0 0 0 0 -0.019175 0.000533 0.006392 -0.007324 0.023926 1.009277
0.010 0 0 0 0 0 0 -0.018109 0.000000 0.006392 -0.007324 0.023926 1.009766
0.010 80 0 0 0 0 0 -0.018642 -0.000533 0.006392 -0.006836 0.024414 1.009277
0.010 2625 0 10 0 0 0 -0.018109 -0.001598 0.006392 -0.007324 0.023926 1.009766
0.010 3898 0 15 0 0 0 -0.018109 -0.000533 0.006392 -0.006836 0.023438 1.009766
0.010 3898 0 15 0 0 0 -0.018642 0.001065 0.005859 -0.006836 0.023438 1.009277
0.010 3898 0 15 0 0 0 -0.018109 -0.001065 0.005859 -0.007324 0.023438 1.010254
0.010 5329 0 20 0 0 0 -0.018642 -0.001065 0.004261 -0.008301 0.023438 1.009766
0.010 6125 0 23 0 1 0 -0.018109 -0.006392 0.004794 -0.011230 0.020996 1.013672
0.010 6125 0 23 0 0 0 -0.011718 -0.027164 0.005859 -0.014160 0.024902 1.015625
0.010 6125 0 23 0 1 14001 -0.023968 -0.010653 0.001598 -0.016113 0.021484 1.007324
0.010 6125 0 23 0 1 11606 -0.015979 -0.010120 0.000533 -0.006348 0.021973 1.009277
0.010 6403 0 25 0 1 9004 -0.000533 -0.014914 0.007457 0.004395 0.026367 1.005859
0.010 6403 0 25 0 2 6725 -0.031958 0.010120 0.002131 0.002441 0.023438 1.000977
0.010 6403 0 25 0 1 6451 -0.005859 0.012251 0.010653 0.008789 0.029785 1.006836
0.010 6403 0 25 0 2 5655 -0.031958 0.009055 0.012783 -0.002930 0.029785 1.008789
0.010 6403 0 25 0 2 5174 -0.022371 0.002131 0.010653 -0.010254 0.024414 1.010254
0.010 6403 0 25 0 2 4968 -0.015446 -0.003728 0.002663 -0.012695 0.028809 1.013184
0.010 6562 0 25 0 2 4633 -0.010120 -0.008522 0.006392 -0.007324 0.026367 1.010742
0.010 6562 0 25 0 2 4409 0.001065 0.004261 0.003196 -0.008789 0.018066 1.004395
0.010 6562 0 25 0 3 4229 0.000533 0.011718 0.003728 0.000000 0.019531 1.007324
